table value,free-free value,ratio,frequency(Hz),temperature(K),density(g/cm3)
7.57501e-09,1.34086e-08,0.564937,1.35973e+15,2.03079e+07,3.5938e-07
2.1901e-09,4.23485e-09,0.51716,2.41799e+15,2.03079e+07,3.5938e-07
6.27513e-10,1.33618e-09,0.469634,4.29991e+15,2.03079e+07,3.5938e-07
1.77577e-10,4.20876e-10,0.421922,7.64641e+15,2.03079e+07,3.5938e-07
4.99502e-11,1.32167e-10,0.377934,1.35973e+16,2.03079e+07,3.5938e-07
1.36284e-11,4.1279e-11,0.330154,2.41799e+16,2.03079e+07,3.5938e-07
3.66747e-12,1.277e-11,0.287195,4.29991e+16,2.03079e+07,3.5938e-07
9.59329e-13,3.88529e-12,0.246913,7.64641e+16,2.03079e+07,3.5938e-07
2.39308e-13,1.1486e-12,0.208347,1.35973e+17,2.03079e+07,3.5938e-07
5.92474e-14,3.2351e-13,0.18314,2.41799e+17,2.03079e+07,3.5938e-07
1.30433e-14,8.43213e-14,0.154686,4.29991e+17,2.03079e+07,3.5938e-07
2.64076e-15,1.96445e-14,0.134428,7.64641e+17,2.03079e+07,3.5938e-07
1.7574e-14,4.01135e-15,4.38107,1.35973e+18,2.03079e+07,3.5938e-07
4.59444e-07,7.08243e-07,0.64871,2.41799e+14,2.03079e+07,4.6416e-07
1.47635e-07,2.23911e-07,0.659348,4.29991e+14,2.03079e+07,4.6416e-07
4.35229e-08,7.07795e-08,0.614908,7.64641e+14,2.03079e+07,4.6416e-07
1.26358e-08,2.23671e-08,0.564928,1.35973e+15,2.03079e+07,4.6416e-07
3.65331e-09,7.06425e-09,0.517155,2.41799e+15,2.03079e+07,4.6416e-07
1.04677e-09,2.2289e-09,0.469636,4.29991e+15,2.03079e+07,4.6416e-07
2.96213e-10,7.02073e-10,0.421912,7.64641e+15,2.03079e+07,4.6416e-07
8.33214e-11,2.2047e-10,0.377926,1.35973e+16,2.03079e+07,4.6416e-07
2.27336e-11,6.88584e-11,0.33015,2.41799e+16,2.03079e+07,4.6416e-07
6.11809e-12,2.13018e-11,0.28721,4.29991e+16,2.03079e+07,4.6416e-07
1.60038e-12,6.48114e-12,0.246928,7.64641e+16,2.03079e+07,4.6416e-07
3.99215e-13,1.91601e-12,0.208357,1.35973e+17,2.03079e+07,4.6416e-07
9.88707e-14,5.39653e-13,0.183212,2.41799e+17,2.03079e+07,4.6416e-07
2.17659e-14,1.40658e-13,0.154743,4.29991e+17,2.03079e+07,4.6416e-07
4.40706e-15,3.27694e-14,0.134487,7.64641e+17,2.03079e+07,4.6416e-07
2.94161e-14,6.69142e-15,4.3961,1.35973e+18,2.03079e+07,4.6416e-07
7.66375e-07,1.1814e-06,0.648702,2.41799e+14,2.03079e+07,5.9948e-07
2.46266e-07,3.73499e-07,0.65935,4.29991e+14,2.03079e+07,5.9948e-07
7.2597e-08,1.18065e-07,0.61489,7.64641e+14,2.03079e+07,5.9948e-07
2.10777e-08,3.73099e-08,0.564936,1.35973e+15,2.03079e+07,5.9948e-07
6.09431e-09,1.17837e-08,0.517184,2.41799e+15,2.03079e+07,5.9948e-07
1.74611e-09,3.71797e-09,0.46964,4.29991e+15,2.03079e+07,5.9948e-07
4.94109e-10,1.17111e-09,0.421917,7.64641e+15,2.03079e+07,5.9948e-07
1.38989e-10,3.67759e-10,0.377936,1.35973e+16,2.03079e+07,5.9948e-07
3.79225e-11,1.14861e-10,0.330161,2.41799e+16,2.03079e+07,5.9948e-07
1.02055e-11,3.55329e-11,0.287214,4.29991e+16,2.03079e+07,5.9948e-07
2.66966e-12,1.0811e-11,0.24694,7.64641e+16,2.03079e+07,5.9948e-07
6.65962e-13,3.19604e-12,0.208371,1.35973e+17,2.03079e+07,5.9948e-07
1.64977e-13,9.00179e-13,0.183271,2.41799e+17,2.03079e+07,5.9948e-07
3.63177e-14,2.34627e-13,0.154789,4.29991e+17,2.03079e+07,5.9948e-07
7.35382e-15,5.46615e-14,0.134534,7.64641e+17,2.03079e+07,5.9948e-07
4.91993e-14,1.11618e-14,4.40785,1.35973e+18,2.03079e+07,5.9948e-07
1.27838e-06,1.9707e-06,0.648694,2.41799e+14,2.03079e+07,7.7426e-07
4.10799e-07,6.23037e-07,0.65935,4.29991e+14,2.03079e+07,7.7426e-07
1.21102e-07,1.96945e-07,0.614901,7.64641e+14,2.03079e+07,7.7426e-07
3.51599e-08,6.2237e-08,0.564936,1.35973e+15,2.03079e+07,7.7426e-07
1.01653e-08,1.96564e-08,0.517147,2.41799e+15,2.03079e+07,7.7426e-07
2.91269e-09,6.20197e-09,0.469639,4.29991e+15,2.03079e+07,7.7426e-07
8.242e-10,1.95353e-09,0.421903,7.64641e+15,2.03079e+07,7.7426e-07
2.31844e-10,6.13462e-10,0.377928,1.35973e+16,2.03079e+07,7.7426e-07
6.32586e-11,1.916e-10,0.33016,2.41799e+16,2.03079e+07,7.7426e-07
1.70237e-11,5.92728e-11,0.287209,4.29991e+16,2.03079e+07,7.7426e-07
4.45339e-12,1.80339e-11,0.246945,7.64641e+16,2.03079e+07,7.7426e-07
1.11091e-12,5.33133e-12,0.208373,1.35973e+17,2.03079e+07,7.7426e-07
2.75234e-13,1.5016e-12,0.183294,2.41799e+17,2.03079e+07,7.7426e-07
6.05889e-14,3.91384e-13,0.154807,4.29991e+17,2.03079e+07,7.7426e-07
1.22852e-14,9.11814e-14,0.134733,7.64641e+17,2.03079e+07,7.7426e-07
8.21335e-14,1.8619e-14,4.41127,1.35973e+18,2.03079e+07,7.7426e-07
2.1325e-06,3.28736e-06,0.648698,2.41799e+14,2.03079e+07,1e-06
6.8526e-07,1.0393e-06,0.659349,4.29991e+14,2.03079e+07,1e-06
2.0201e-07,3.28528e-07,0.614895,7.64641e+14,2.03079e+07,1e-06
5.8651e-08,1.03819e-07,0.564937,1.35973e+15,2.03079e+07,1e-06
1.6957e-08,3.27892e-08,0.517152,2.41799e+15,2.03079e+07,1e-06
4.8587e-09,1.03456e-08,0.469639,4.29991e+15,2.03079e+07,1e-06
1.3749e-09,3.25872e-09,0.421915,7.64641e+15,2.03079e+07,1e-06
3.8674e-10,1.02333e-09,0.377925,1.35973e+16,2.03079e+07,1e-06
1.0552e-10,3.19611e-10,0.330152,2.41799e+16,2.03079e+07,1e-06
2.8397e-11,9.88739e-11,0.287204,4.29991e+16,2.03079e+07,1e-06
7.4288e-12,3.00827e-11,0.246946,7.64641e+16,2.03079e+07,1e-06
1.8532e-12,8.89328e-12,0.208382,1.35973e+17,2.03079e+07,1e-06
4.5914e-13,2.50484e-12,0.183301,2.41799e+17,2.03079e+07,1e-06
1.0107e-13,6.52874e-13,0.154808,4.29991e+17,2.03079e+07,1e-06
2.0528e-14,1.52101e-13,0.134963,7.64641e+17,2.03079e+07,1e-06
1.3701e-13,3.10587e-14,4.41133,1.35973e+18,2.03079e+07,1e-06
2.48439e-15,3.82841e-15,0.648937,2.41799e+14,2.17585e+07,3.5938e-11
8.06341e-16,1.21037e-15,0.666194,4.29991e+14,2.17585e+07,3.5938e-11
2.37309e-16,3.82614e-16,0.620231,7.64641e+14,2.17585e+07,3.5938e-11
6.89794e-17,1.20916e-16,0.570473,1.35973e+15,2.17585e+07,3.5938e-11
1.99769e-17,3.81923e-17,0.523059,2.41799e+15,2.17585e+07,3.5938e-11
5.73175e-18,1.20522e-17,0.475578,4.29991e+15,2.17585e+07,3.5938e-11
1.623e-18,3.79726e-18,0.427412,7.64641e+15,2.17585e+07,3.5938e-11
4.53825e-19,1.193e-18,0.380407,1.35973e+16,2.17585e+07,3.5938e-11
1.24903e-19,3.7291e-19,0.33494,2.41799e+16,2.17585e+07,3.5938e-11
3.36473e-20,1.15529e-19,0.291245,4.29991e+16,2.17585e+07,3.5938e-11
8.79726e-21,3.52386e-20,0.249648,7.64641e+16,2.17585e+07,3.5938e-11
2.20052e-21,1.04625e-20,0.210324,1.35973e+17,2.17585e+07,3.5938e-11
5.16788e-22,2.96795e-21,0.174123,2.41799e+17,2.17585e+07,3.5938e-11
1.11415e-22,7.82226e-22,0.142433,4.29991e+17,2.17585e+07,3.5938e-11
2.18521e-23,1.85012e-22,0.118112,7.64641e+17,2.17585e+07,3.5938e-11
4.02973e-24,3.83654e-23,0.105036,1.35973e+18,2.17585e+07,3.5938e-11
4.14425e-15,6.38624e-15,0.648934,2.41799e+14,2.17585e+07,4.6416e-11
1.34504e-15,2.01904e-15,0.666179,4.29991e+14,2.17585e+07,4.6416e-11
3.95859e-16,6.38247e-16,0.620228,7.64641e+14,2.17585e+07,4.6416e-11
1.15065e-16,2.01703e-16,0.570469,1.35973e+15,2.17585e+07,4.6416e-11
3.33234e-17,6.37094e-17,0.523054,2.41799e+15,2.17585e+07,4.6416e-11
9.56123e-18,2.01045e-17,0.475577,4.29991e+15,2.17585e+07,4.6416e-11
2.70735e-18,6.33429e-18,0.427412,7.64641e+15,2.17585e+07,4.6416e-11
7.56999e-19,1.99006e-18,0.380389,1.35973e+16,2.17585e+07,4.6416e-11
2.08352e-19,6.22059e-19,0.33494,2.41799e+16,2.17585e+07,4.6416e-11
5.61262e-20,1.92717e-19,0.291237,4.29991e+16,2.17585e+07,4.6416e-11
1.46749e-20,5.87823e-20,0.249648,7.64641e+16,2.17585e+07,4.6416e-11
3.67067e-21,1.74528e-20,0.21032,1.35973e+17,2.17585e+07,4.6416e-11
8.62084e-22,4.9509e-21,0.174127,2.41799e+17,2.17585e+07,4.6416e-11
1.85854e-22,1.30485e-21,0.142434,4.29991e+17,2.17585e+07,4.6416e-11
3.64514e-23,3.08623e-22,0.11811,7.64641e+17,2.17585e+07,4.6416e-11
6.72197e-24,6.39981e-23,0.105034,1.35973e+18,2.17585e+07,4.6416e-11
6.9132e-15,1.06527e-14,0.648963,2.41799e+14,2.17585e+07,5.9948e-11
2.24367e-15,3.3679e-15,0.666194,4.29991e+14,2.17585e+07,5.9948e-11
6.60327e-16,1.06464e-15,0.620235,7.64641e+14,2.17585e+07,5.9948e-11
1.91942e-16,3.36454e-16,0.570483,1.35973e+15,2.17585e+07,5.9948e-11
5.55862e-17,1.06272e-16,0.523057,2.41799e+15,2.17585e+07,5.9948e-11
1.59492e-17,3.35357e-17,0.475588,4.29991e+15,2.17585e+07,5.9948e-11
4.51612e-18,1.0566e-17,0.427419,7.64641e+15,2.17585e+07,5.9948e-11
1.26274e-18,3.31956e-18,0.380395,1.35973e+16,2.17585e+07,5.9948e-11
3.47549e-19,1.03764e-18,0.334942,2.41799e+16,2.17585e+07,5.9948e-11
9.36268e-20,3.21465e-19,0.291251,4.29991e+16,2.17585e+07,5.9948e-11
2.44792e-20,9.80529e-20,0.249653,7.64641e+16,2.17585e+07,5.9948e-11
6.12309e-21,2.91124e-20,0.210326,1.35973e+17,2.17585e+07,5.9948e-11
1.43803e-21,8.25845e-21,0.174129,2.41799e+17,2.17585e+07,5.9948e-11
3.10021e-22,2.17658e-21,0.142435,4.29991e+17,2.17585e+07,5.9948e-11
6.08053e-23,5.14804e-22,0.118113,7.64641e+17,2.17585e+07,5.9948e-11
1.12127e-23,1.06753e-22,0.105034,1.35973e+18,2.17585e+07,5.9948e-11
1.15318e-14,1.77698e-14,0.648955,2.41799e+14,2.17585e+07,7.7426e-11
3.74262e-15,5.61802e-15,0.666181,4.29991e+14,2.17585e+07,7.7426e-11
1.10146e-15,1.77594e-15,0.620215,7.64641e+14,2.17585e+07,7.7426e-11
3.2018e-16,5.61242e-16,0.570484,1.35973e+15,2.17585e+07,7.7426e-11
9.27254e-17,1.77273e-16,0.523066,2.41799e+15,2.17585e+07,7.7426e-11
2.66051e-17,5.59412e-17,0.475591,4.29991e+15,2.17585e+07,7.7426e-11
7.53332e-18,1.76253e-17,0.427415,7.64641e+15,2.17585e+07,7.7426e-11
2.10645e-18,5.53739e-18,0.380405,1.35973e+16,2.17585e+07,7.7426e-11
5.7975e-19,1.73089e-18,0.334943,2.41799e+16,2.17585e+07,7.7426e-11
1.56176e-19,5.36238e-19,0.291244,4.29991e+16,2.17585e+07,7.7426e-11
4.08337e-20,1.63563e-19,0.249651,7.64641e+16,2.17585e+07,7.7426e-11
1.0214e-20,4.85627e-20,0.210327,1.35973e+17,2.17585e+07,7.7426e-11
2.39873e-21,1.3776e-20,0.174124,2.41799e+17,2.17585e+07,7.7426e-11
5.17144e-22,3.63077e-21,0.142434,4.29991e+17,2.17585e+07,7.7426e-11
1.01428e-22,8.58749e-22,0.118111,7.64641e+17,2.17585e+07,7.7426e-11
1.87038e-23,1.78076e-22,0.105033,1.35973e+18,2.17585e+07,7.7426e-11
1.9236e-14,2.96422e-14,0.64894,2.41799e+14,2.17585e+07,1e-10
6.2431e-15,9.37152e-15,0.666178,4.29991e+14,2.17585e+07,1e-10
1.8374e-15,2.96247e-15,0.620226,7.64641e+14,2.17585e+07,1e-10
5.341e-16,9.36218e-16,0.570487,1.35973e+15,2.17585e+07,1e-10
1.5467e-16,2.95712e-16,0.523044,2.41799e+15,2.17585e+07,1e-10
4.438e-17,9.33164e-17,0.475586,4.29991e+15,2.17585e+07,1e-10
1.2566e-17,2.9401e-17,0.4274,7.64641e+15,2.17585e+07,1e-10
3.5137e-18,9.23701e-18,0.380393,1.35973e+16,2.17585e+07,1e-10
9.6709e-19,2.88733e-18,0.334943,2.41799e+16,2.17585e+07,1e-10
2.6052e-19,8.94507e-19,0.291244,4.29991e+16,2.17585e+07,1e-10
6.8116e-20,2.72842e-19,0.249654,7.64641e+16,2.17585e+07,1e-10
1.7038e-20,8.10082e-20,0.210325,1.35973e+17,2.17585e+07,1e-10
4.0014e-21,2.29799e-20,0.174126,2.41799e+17,2.17585e+07,1e-10
8.6266e-22,6.05654e-21,0.142434,4.29991e+17,2.17585e+07,1e-10
1.6919e-22,1.43249e-21,0.118109,7.64641e+17,2.17585e+07,1e-10
3.12e-23,2.97051e-22,0.105032,1.35973e+18,2.17585e+07,1e-10
3.2086e-14,4.94423e-14,0.648959,2.41799e+14,2.17585e+07,1.2915e-10
1.04138e-14,1.56314e-14,0.666206,4.29991e+14,2.17585e+07,1.2915e-10
3.06486e-15,4.94131e-15,0.620252,7.64641e+14,2.17585e+07,1.2915e-10
8.9089e-16,1.56159e-15,0.570503,1.35973e+15,2.17585e+07,1.2915e-10
2.58003e-16,4.93239e-16,0.523079,2.41799e+15,2.17585e+07,1.2915e-10
7.40275e-17,1.55649e-16,0.475605,4.29991e+15,2.17585e+07,1.2915e-10
2.0961e-17,4.90401e-17,0.427427,7.64641e+15,2.17585e+07,1.2915e-10
5.86109e-18,1.54071e-17,0.380415,1.35973e+16,2.17585e+07,1.2915e-10
1.61308e-18,4.81598e-18,0.334944,2.41799e+16,2.17585e+07,1.2915e-10
4.34551e-19,1.49201e-18,0.291252,4.29991e+16,2.17585e+07,1.2915e-10
1.1362e-19,4.55093e-19,0.249663,7.64641e+16,2.17585e+07,1.2915e-10
2.84195e-20,1.35119e-19,0.210329,1.35973e+17,2.17585e+07,1.2915e-10
6.67447e-21,3.83299e-20,0.174132,2.41799e+17,2.17585e+07,1.2915e-10
1.43899e-21,1.01021e-20,0.142444,4.29991e+17,2.17585e+07,1.2915e-10
2.82219e-22,2.38936e-21,0.118115,7.64641e+17,2.17585e+07,1.2915e-10
5.20436e-23,4.95474e-22,0.105038,1.35973e+18,2.17585e+07,1.2915e-10
5.35243e-14,8.24811e-14,0.648929,2.41799e+14,2.17585e+07,1.6681e-10
1.73716e-14,2.60768e-14,0.666171,4.29991e+14,2.17585e+07,1.6681e-10
5.11273e-15,8.24324e-15,0.620233,7.64641e+14,2.17585e+07,1.6681e-10
1.48614e-15,2.60508e-15,0.570479,1.35973e+15,2.17585e+07,1.6681e-10
4.30386e-16,8.22834e-16,0.523054,2.41799e+15,2.17585e+07,1.6681e-10
1.23489e-16,2.59658e-16,0.475585,4.29991e+15,2.17585e+07,1.6681e-10
3.49667e-17,8.18101e-17,0.427413,7.64641e+15,2.17585e+07,1.6681e-10
9.77723e-18,2.57025e-17,0.3804,1.35973e+16,2.17585e+07,1.6681e-10
2.69098e-18,8.03416e-18,0.334942,2.41799e+16,2.17585e+07,1.6681e-10
7.24906e-19,2.48902e-18,0.291242,4.29991e+16,2.17585e+07,1.6681e-10
1.8953e-19,7.59198e-19,0.249644,7.64641e+16,2.17585e+07,1.6681e-10
4.74091e-20,2.2541e-19,0.210324,1.35973e+17,2.17585e+07,1.6681e-10
1.11341e-20,6.3943e-20,0.174125,2.41799e+17,2.17585e+07,1.6681e-10
2.4004e-21,1.68527e-20,0.142434,4.29991e+17,2.17585e+07,1.6681e-10
4.70788e-22,3.986e-21,0.11811,7.64641e+17,2.17585e+07,1.6681e-10
8.68163e-23,8.26563e-22,0.105033,1.35973e+18,2.17585e+07,1.6681e-10
8.92826e-14,1.37582e-13,0.64894,2.41799e+14,2.17585e+07,2.1544e-10
2.89767e-14,4.34973e-14,0.666172,4.29991e+14,2.17585e+07,2.1544e-10
8.52841e-15,1.37501e-14,0.620243,7.64641e+14,2.17585e+07,2.1544e-10
2.47907e-15,4.3454e-15,0.570504,1.35973e+15,2.17585e+07,2.1544e-10
7.17911e-16,1.37253e-15,0.523058,2.41799e+15,2.17585e+07,2.1544e-10
2.05989e-16,4.33122e-16,0.47559,4.29991e+15,2.17585e+07,2.1544e-10
5.83282e-17,1.36463e-16,0.427429,7.64641e+15,2.17585e+07,2.1544e-10
1.6309e-17,4.2873e-17,0.380403,1.35973e+16,2.17585e+07,2.1544e-10
4.48869e-18,1.34014e-17,0.334943,2.41799e+16,2.17585e+07,2.1544e-10
1.2092e-18,4.1518e-18,0.291247,4.29991e+16,2.17585e+07,2.1544e-10
3.16158e-19,1.26638e-18,0.249655,7.64641e+16,2.17585e+07,2.1544e-10
7.90816e-20,3.75994e-19,0.210326,1.35973e+17,2.17585e+07,2.1544e-10
1.85727e-20,1.0666e-19,0.174129,2.41799e+17,2.17585e+07,2.1544e-10
4.00395e-21,2.81111e-20,0.142433,4.29991e+17,2.17585e+07,2.1544e-10
7.853e-22,6.64883e-21,0.118111,7.64641e+17,2.17585e+07,2.1544e-10
1.44817e-22,1.37875e-21,0.105035,1.35973e+18,2.17585e+07,2.1544e-10
1.48939e-13,2.29515e-13,0.648927,2.41799e+14,2.17585e+07,2.7826e-10
4.83393e-14,7.25624e-14,0.666176,4.29991e+14,2.17585e+07,2.7826e-10
1.42266e-14,2.2938e-14,0.62022,7.64641e+14,2.17585e+07,2.7826e-10
4.1355e-15,7.249e-15,0.570492,1.35973e+15,2.17585e+07,2.7826e-10
1.1976e-15,2.28965e-15,0.52305,2.41799e+15,2.17585e+07,2.7826e-10
3.43623e-16,7.22536e-16,0.475579,4.29991e+15,2.17585e+07,2.7826e-10
9.72992e-17,2.27648e-16,0.42741,7.64641e+15,2.17585e+07,2.7826e-10
2.7206e-17,7.15209e-17,0.380393,1.35973e+16,2.17585e+07,2.7826e-10
7.48798e-18,2.23562e-17,0.33494,2.41799e+16,2.17585e+07,2.7826e-10
2.01713e-18,6.92605e-18,0.291239,4.29991e+16,2.17585e+07,2.7826e-10
5.27414e-19,2.11258e-18,0.249654,7.64641e+16,2.17585e+07,2.7826e-10
1.3192e-19,6.27235e-19,0.21032,1.35973e+17,2.17585e+07,2.7826e-10
3.09815e-20,1.77931e-19,0.174121,2.41799e+17,2.17585e+07,2.7826e-10
6.67935e-21,4.6895e-20,0.142432,4.29991e+17,2.17585e+07,2.7826e-10
1.31002e-21,1.10916e-20,0.118109,7.64641e+17,2.17585e+07,2.7826e-10
2.41577e-22,2.30003e-21,0.105032,1.35973e+18,2.17585e+07,2.7826e-10
2.48439e-13,3.82841e-13,0.648937,2.41799e+14,2.17585e+07,3.5938e-10
8.06341e-14,1.21037e-13,0.666194,4.29991e+14,2.17585e+07,3.5938e-10
2.37309e-14,3.82614e-14,0.620231,7.64641e+14,2.17585e+07,3.5938e-10
6.89794e-15,1.20916e-14,0.570473,1.35973e+15,2.17585e+07,3.5938e-10
1.99769e-15,3.81923e-15,0.523059,2.41799e+15,2.17585e+07,3.5938e-10
5.73175e-16,1.20522e-15,0.475578,4.29991e+15,2.17585e+07,3.5938e-10
1.623e-16,3.79726e-16,0.427412,7.64641e+15,2.17585e+07,3.5938e-10
4.53825e-17,1.193e-16,0.380407,1.35973e+16,2.17585e+07,3.5938e-10
1.24903e-17,3.7291e-17,0.33494,2.41799e+16,2.17585e+07,3.5938e-10
3.36473e-18,1.15529e-17,0.291245,4.29991e+16,2.17585e+07,3.5938e-10
8.79726e-19,3.52386e-18,0.249648,7.64641e+16,2.17585e+07,3.5938e-10
2.20052e-19,1.04625e-18,0.210324,1.35973e+17,2.17585e+07,3.5938e-10
5.16788e-20,2.96795e-19,0.174123,2.41799e+17,2.17585e+07,3.5938e-10
1.11415e-20,7.82226e-20,0.142433,4.29991e+17,2.17585e+07,3.5938e-10
2.18521e-21,1.85012e-20,0.118112,7.64641e+17,2.17585e+07,3.5938e-10
4.02973e-22,3.83654e-21,0.105036,1.35973e+18,2.17585e+07,3.5938e-10
4.14425e-13,6.38624e-13,0.648934,2.41799e+14,2.17585e+07,4.6416e-10
1.34504e-13,2.01904e-13,0.666179,4.29991e+14,2.17585e+07,4.6416e-10
3.95859e-14,6.38247e-14,0.620228,7.64641e+14,2.17585e+07,4.6416e-10
1.15065e-14,2.01703e-14,0.570469,1.35973e+15,2.17585e+07,4.6416e-10
3.33234e-15,6.37094e-15,0.523054,2.41799e+15,2.17585e+07,4.6416e-10
9.56123e-16,2.01045e-15,0.475577,4.29991e+15,2.17585e+07,4.6416e-10
2.70735e-16,6.33429e-16,0.427412,7.64641e+15,2.17585e+07,4.6416e-10
7.56999e-17,1.99006e-16,0.380389,1.35973e+16,2.17585e+07,4.6416e-10
2.08352e-17,6.22059e-17,0.33494,2.41799e+16,2.17585e+07,4.6416e-10
5.61262e-18,1.92717e-17,0.291237,4.29991e+16,2.17585e+07,4.6416e-10
1.46749e-18,5.87823e-18,0.249648,7.64641e+16,2.17585e+07,4.6416e-10
3.67067e-19,1.74528e-18,0.21032,1.35973e+17,2.17585e+07,4.6416e-10
8.62084e-20,4.9509e-19,0.174127,2.41799e+17,2.17585e+07,4.6416e-10
1.85854e-20,1.30485e-19,0.142434,4.29991e+17,2.17585e+07,4.6416e-10
3.64514e-21,3.08623e-20,0.11811,7.64641e+17,2.17585e+07,4.6416e-10
6.72197e-22,6.39981e-21,0.105034,1.35973e+18,2.17585e+07,4.6416e-10
6.9132e-13,1.06527e-12,0.648963,2.41799e+14,2.17585e+07,5.9948e-10
2.24367e-13,3.3679e-13,0.666194,4.29991e+14,2.17585e+07,5.9948e-10
6.60327e-14,1.06464e-13,0.620235,7.64641e+14,2.17585e+07,5.9948e-10
1.91942e-14,3.36454e-14,0.570483,1.35973e+15,2.17585e+07,5.9948e-10
5.55862e-15,1.06272e-14,0.523057,2.41799e+15,2.17585e+07,5.9948e-10
1.59492e-15,3.35357e-15,0.475588,4.29991e+15,2.17585e+07,5.9948e-10
4.51612e-16,1.0566e-15,0.427419,7.64641e+15,2.17585e+07,5.9948e-10
1.26274e-16,3.31956e-16,0.380395,1.35973e+16,2.17585e+07,5.9948e-10
3.47549e-17,1.03764e-16,0.334942,2.41799e+16,2.17585e+07,5.9948e-10
9.36268e-18,3.21465e-17,0.291251,4.29991e+16,2.17585e+07,5.9948e-10
2.44792e-18,9.80529e-18,0.249653,7.64641e+16,2.17585e+07,5.9948e-10
6.12309e-19,2.91124e-18,0.210326,1.35973e+17,2.17585e+07,5.9948e-10
1.43803e-19,8.25845e-19,0.174129,2.41799e+17,2.17585e+07,5.9948e-10
3.10021e-20,2.17658e-19,0.142435,4.29991e+17,2.17585e+07,5.9948e-10
6.08053e-21,5.14804e-20,0.118113,7.64641e+17,2.17585e+07,5.9948e-10
1.12127e-21,1.06753e-20,0.105034,1.35973e+18,2.17585e+07,5.9948e-10
1.15318e-12,1.77698e-12,0.648955,2.41799e+14,2.17585e+07,7.7426e-10
3.74262e-13,5.61802e-13,0.666181,4.29991e+14,2.17585e+07,7.7426e-10
1.10146e-13,1.77594e-13,0.620215,7.64641e+14,2.17585e+07,7.7426e-10
3.2018e-14,5.61242e-14,0.570484,1.35973e+15,2.17585e+07,7.7426e-10
9.27254e-15,1.77273e-14,0.523066,2.41799e+15,2.17585e+07,7.7426e-10
2.66051e-15,5.59412e-15,0.475591,4.29991e+15,2.17585e+07,7.7426e-10
7.53332e-16,1.76253e-15,0.427415,7.64641e+15,2.17585e+07,7.7426e-10
2.10645e-16,5.53739e-16,0.380405,1.35973e+16,2.17585e+07,7.7426e-10
5.7975e-17,1.73089e-16,0.334943,2.41799e+16,2.17585e+07,7.7426e-10
1.56176e-17,5.36238e-17,0.291244,4.29991e+16,2.17585e+07,7.7426e-10
4.08337e-18,1.63563e-17,0.249651,7.64641e+16,2.17585e+07,7.7426e-10
1.0214e-18,4.85627e-18,0.210327,1.35973e+17,2.17585e+07,7.7426e-10
2.39873e-19,1.3776e-18,0.174124,2.41799e+17,2.17585e+07,7.7426e-10
5.17144e-20,3.63077e-19,0.142434,4.29991e+17,2.17585e+07,7.7426e-10
1.01428e-20,8.58749e-20,0.118111,7.64641e+17,2.17585e+07,7.7426e-10
1.87038e-21,1.78076e-20,0.105033,1.35973e+18,2.17585e+07,7.7426e-10
1.9236e-12,2.96422e-12,0.64894,2.41799e+14,2.17585e+07,1e-09
6.2431e-13,9.37152e-13,0.666178,4.29991e+14,2.17585e+07,1e-09
1.8374e-13,2.96247e-13,0.620226,7.64641e+14,2.17585e+07,1e-09
5.3409e-14,9.36218e-14,0.570476,1.35973e+15,2.17585e+07,1e-09
1.5467e-14,2.95712e-14,0.523044,2.41799e+15,2.17585e+07,1e-09
4.438e-15,9.33164e-15,0.475586,4.29991e+15,2.17585e+07,1e-09
1.2566e-15,2.9401e-15,0.4274,7.64641e+15,2.17585e+07,1e-09
3.5137e-16,9.23701e-16,0.380393,1.35973e+16,2.17585e+07,1e-09
9.6709e-17,2.88733e-16,0.334943,2.41799e+16,2.17585e+07,1e-09
2.6052e-17,8.94507e-17,0.291244,4.29991e+16,2.17585e+07,1e-09
6.8116e-18,2.72842e-17,0.249654,7.64641e+16,2.17585e+07,1e-09
1.7038e-18,8.10082e-18,0.210325,1.35973e+17,2.17585e+07,1e-09
4.0014e-19,2.29799e-18,0.174126,2.41799e+17,2.17585e+07,1e-09
8.6266e-20,6.05654e-19,0.142434,4.29991e+17,2.17585e+07,1e-09
1.6919e-20,1.43249e-19,0.118109,7.64641e+17,2.17585e+07,1e-09
3.12e-21,2.97051e-20,0.105032,1.35973e+18,2.17585e+07,1e-09
3.2086e-12,4.94423e-12,0.648959,2.41799e+14,2.17585e+07,1.2915e-09
1.04138e-12,1.56314e-12,0.666206,4.29991e+14,2.17585e+07,1.2915e-09
3.06486e-13,4.94131e-13,0.620252,7.64641e+14,2.17585e+07,1.2915e-09
8.9089e-14,1.56159e-13,0.570503,1.35973e+15,2.17585e+07,1.2915e-09
2.58003e-14,4.93239e-14,0.523079,2.41799e+15,2.17585e+07,1.2915e-09
7.40275e-15,1.55649e-14,0.475605,4.29991e+15,2.17585e+07,1.2915e-09
2.0961e-15,4.90401e-15,0.427427,7.64641e+15,2.17585e+07,1.2915e-09
5.86109e-16,1.54071e-15,0.380415,1.35973e+16,2.17585e+07,1.2915e-09
1.61308e-16,4.81598e-16,0.334944,2.41799e+16,2.17585e+07,1.2915e-09
4.34551e-17,1.49201e-16,0.291252,4.29991e+16,2.17585e+07,1.2915e-09
1.1362e-17,4.55093e-17,0.249663,7.64641e+16,2.17585e+07,1.2915e-09
2.84195e-18,1.35119e-17,0.210329,1.35973e+17,2.17585e+07,1.2915e-09
